Sexo,Altura(m),Peso(kg)
M,1.85,97.7
M,1.75,77.7
M,1.89,95.4
M,1.8,84.5
M,1.78,88.2
M,1.76,79.1
M,1.8,88.9
M,1.62,75.2
M,1.81,87.9
M,1.76,88.3
M,1.82,92.4
M,1.82,87.3
M,1.65,69.3
M,1.68,80.9
M,1.73,80.8
M,1.72,81.3
M,1.64,75.1
M,1.83,93.0
M,1.82,92.3
M,1.74,77.1
M,1.62,73.9
M,1.73,80.3
M,1.75,80.3
M,1.82,94.3
M,1.77,89.6
M,1.68,68.0
M,1.71,81.8
M,1.83,92.4
M,1.7,80.5
M,1.72,79.8
M,1.75,88.2
M,1.9,102.9
M,1.8,93.6
M,1.8,88.6
M,1.74,89.4
M,1.65,69.9
M,1.78,84.3
M,1.83,93.6
M,1.79,81.4
M,1.74,88.2
M,1.7,80.5
M,1.8,88.9
M,1.72,81.3
M,1.69,78.2
M,1.59,63.6
M,1.7,85.2
M,1.7,75.3
M,1.78,85.3
M,1.76,83.1
M,1.81,92.7
M,1.82,96.0
M,1.8,81.4
M,1.83,97.4
M,1.64,66.5
M,1.72,80.8
M,1.79,89.8
M,1.82,92.9
M,1.78,90.5
M,1.63,73.0
M,1.76,81.5
M,1.75,89.4
M,1.69,75.4
M,1.71,82.9
M,1.83,93.8
M,1.85,94.0
M,1.66,78.2
M,1.82,95.8
M,1.67,73.7
M,1.73,77.1
M,1.84,90.2
M,1.76,82.0
M,1.67,71.5
M,1.62,75.9
M,1.71,80.4
M,1.83,89.2
M,1.75,83.6
M,1.73,82.9
M,1.76,79.4
M,1.65,74.0
M,1.71,80.7
M,1.86,104.8
M,1.67,75.7
M,1.61,64.4
M,1.95,109.1
M,1.73,78.4
M,1.66,68.2
M,1.81,94.4
M,1.72,84.6
M,1.74,77.3
M,1.71,79.1
M,1.65,72.5
M,1.73,81.7
M,1.85,92.8
M,1.72,82.5
M,1.82,95.9
M,1.68,82.1
M,1.91,100.9
M,1.61,71.1
M,1.71,74.2
M,1.72,76.7
M,1.69,78.4
M,1.71,88.1
M,1.82,91.9
M,1.73,74.9
M,1.86,102.2
M,1.96,109.1
M,1.59,69.3
M,1.77,92.2
M,1.92,100.1
M,1.6,63.7
M,1.95,105.8
M,1.7,76.9
M,1.63,66.3
M,1.77,86.8
M,1.81,83.4
M,1.71,91.1
M,1.86,93.8
M,1.82,81.5
M,1.72,86.3
M,1.84,103.1
M,1.66,72.9
M,1.77,94.3
M,1.75,76.1
M,1.91,99.1
M,1.84,95.0
M,1.76,96.3
M,1.65,68.0
M,1.76,90.5
M,1.7,84.8
M,1.8,82.1
M,1.85,86.6
M,1.82,90.1
M,1.55,68.4
M,1.72,80.3
M,1.74,84.7
M,1.76,87.6
M,1.73,76.5
M,1.76,93.2
M,1.73,78.3
M,1.95,115.3
M,1.79,81.7
M,1.78,80.0
M,1.67,68.6
M,1.77,86.0
M,1.74,75.7
M,1.73,74.2
M,1.8,88.1
M,1.72,78.0
M,1.83,85.9
M,1.85,94.1
M,1.68,83.4
M,1.74,85.9
M,1.82,83.7
M,1.79,83.9
M,1.67,72.1
M,1.59,65.7
M,1.74,85.7
M,1.76,88.1
M,1.62,73.3
M,1.86,93.3
M,1.83,90.1
M,1.77,84.2
M,1.74,82.1
M,1.88,98.5
M,1.72,77.7
M,1.85,102.3
M,1.62,72.0
M,1.82,94.1
M,1.72,91.2
M,1.82,100.2
M,1.69,83.7
M,1.91,100.7
M,1.8,84.6
M,1.71,82.0
M,1.83,88.5
M,1.76,86.3
M,1.76,86.3
M,1.76,81.8
M,1.7,78.1
M,1.81,90.3
M,1.78,89.1
M,1.77,81.0
M,1.64,73.3
M,1.85,92.6
M,1.81,91.1
M,1.6,69.8
M,1.69,78.9
M,1.77,83.8
M,1.78,86.5
M,1.77,82.9
M,1.72,77.5
M,1.71,79.2
M,1.8,82.6
M,1.85,100.6
M,1.58,68.4
M,1.61,64.5
M,1.78,91.5
M,1.75,92.7
M,1.78,86.0
M,1.69,79.0
M,1.78,89.0
M,1.63,74.6
M,1.68,72.2
M,1.79,92.7
M,1.86,93.5
M,1.7,71.0
M,1.81,90.6
M,1.76,73.6
M,1.95,108.7
M,1.75,88.6
M,1.55,66.8
M,1.82,91.9
M,1.66,77.3
M,1.71,71.7
M,1.9,104.1
M,1.65,70.3
M,1.72,81.5
M,1.74,85.4
M,1.75,87.9
M,1.78,86.5
M,1.72,89.1
M,1.74,78.4
M,1.72,77.8
M,1.76,87.0
M,1.82,92.2
M,1.88,101.4
M,1.77,84.5
M,1.69,87.0
M,1.68,70.1
M,1.71,82.8
M,1.94,104.7
M,1.77,83.7
M,1.78,90.9
M,1.88,101.0
M,1.75,78.5
M,1.79,90.0
M,1.65,69.5
M,1.66,76.5
M,1.78,84.7
M,1.72,81.6
M,1.75,90.5
M,1.73,76.0
M,1.75,84.8
M,1.73,83.8
M,1.7,76.9
M,1.66,75.7
M,1.68,80.2
M,1.75,88.9
M,1.77,85.4
M,1.58,67.7
M,1.71,75.8
M,1.66,73.1
M,1.76,85.6
M,1.68,73.6
M,1.75,90.0
M,1.73,84.8
M,1.85,95.4
M,1.81,86.1
M,1.8,95.0
M,1.77,81.7
M,1.79,87.6
M,1.72,73.3
M,1.76,83.5
M,1.76,81.8
M,1.73,85.8
M,1.87,98.4
M,1.83,94.1
M,1.84,96.3
M,1.77,86.0
M,1.81,85.8
M,1.71,85.3
M,1.62,77.0
M,1.82,94.5
M,1.89,98.7
M,1.74,76.1
M,1.73,77.9
M,1.6,59.8
M,1.75,86.3
M,1.83,95.2
M,1.76,82.0
M,1.8,88.1
M,1.8,87.5
M,1.86,93.8
M,1.76,82.7
M,1.78,88.9
M,1.81,89.8
M,1.67,73.7
M,1.71,73.3
M,1.84,98.6
M,1.76,79.3
M,1.88,98.5
M,1.77,82.4
M,1.74,82.3
M,1.88,94.4
M,1.83,90.2
M,1.74,83.8
M,1.7,64.3
M,1.76,81.4
M,1.83,90.3
M,1.81,90.3
M,1.71,79.0
M,1.67,70.1
M,1.67,75.1
M,1.67,73.6
M,1.75,83.3
M,1.64,66.7
M,1.71,81.3
M,1.81,90.7
M,1.76,92.0
M,1.78,80.1
M,1.69,79.4
M,1.84,95.6
M,1.78,85.2
M,1.74,87.4
M,1.62,72.4
M,1.84,98.4
M,1.67,84.4
M,1.88,98.0
M,1.77,83.0
M,1.83,88.3
M,1.75,82.9
M,1.74,79.4
M,1.78,94.1
M,1.67,79.8
M,1.68,79.9
M,1.72,83.8
M,1.73,88.9
M,1.85,95.2
M,1.75,86.2
M,1.7,82.9
M,1.8,89.5
M,1.72,78.4
M,1.85,94.1
M,1.69,77.8
M,1.64,66.0
M,1.78,90.2
M,1.76,89.5
M,1.81,88.7
M,1.83,98.7
M,1.75,87.3
M,1.65,74.4
M,1.78,88.9
M,1.73,82.2
M,1.86,95.9
M,1.8,89.5
M,1.75,86.1
M,1.67,81.9
M,1.82,93.7
M,1.85,101.6
M,1.72,79.6
M,1.78,92.5
M,1.86,98.0
M,1.77,91.5
M,1.77,89.7
M,1.77,90.2
M,1.77,89.2
M,1.59,72.4
M,1.82,91.0
M,1.79,90.3
M,1.73,83.5
M,1.78,84.0
M,1.77,92.1
M,1.74,80.9
M,1.57,62.4
M,1.7,84.8
M,1.65,72.2
M,1.74,89.0
M,1.69,75.7
M,1.73,85.0
M,1.71,76.5
M,1.64,83.7
M,1.75,84.8
M,1.73,80.9
M,1.92,101.4
M,1.67,77.5
M,1.8,89.9
M,1.72,80.9
M,1.97,109.8
M,1.73,84.4
M,1.8,89.3
M,1.72,69.4
M,1.73,76.8
M,1.74,82.6
M,1.73,84.9
M,1.8,92.8
M,1.86,105.6
M,1.64,80.3
M,1.65,71.7
M,1.76,84.2
M,1.74,83.4
M,1.76,93.6
M,1.84,95.7
M,1.7,70.8
M,1.72,81.2
M,1.75,89.2
M,1.71,87.5
M,1.79,81.4
M,1.79,95.1
M,1.74,91.5
M,1.8,87.5
M,1.8,86.5
M,1.72,81.1
M,1.82,100.0
M,1.85,90.3
M,1.81,93.1
M,1.85,90.6
M,1.67,76.1
M,1.75,84.3
M,1.74,93.7
M,1.72,80.3
M,1.83,96.2
M,1.67,79.9
M,1.7,88.6
M,1.79,80.3
M,1.71,77.6
M,1.79,93.3
M,1.84,94.4
M,1.79,89.4
M,1.78,88.3
M,1.81,93.5
M,1.61,71.1
M,1.72,76.9
M,1.7,76.6
M,1.66,79.6
M,1.66,80.6
M,1.75,84.8
M,1.8,82.7
M,1.68,71.0
M,1.63,77.0
M,1.68,78.9
M,1.68,78.1
M,1.8,100.3
M,1.75,86.2
M,1.75,86.7
M,1.62,73.4
M,1.74,80.2
M,1.83,97.3
M,1.85,97.3
M,1.72,76.6
M,1.72,79.7
M,1.74,92.1
M,1.78,92.3
M,1.72,87.1
M,1.81,82.6
M,1.86,102.2
M,1.52,53.4
M,1.8,98.0
M,1.65,67.7
M,1.75,85.4
M,1.78,90.6
M,1.71,73.8
M,1.85,102.8
M,1.74,84.7
M,1.68,68.0
M,1.76,85.8
M,1.76,83.6
M,1.77,94.5
M,1.71,78.1
M,1.87,96.4
M,1.74,88.0
M,1.69,76.8
M,1.76,91.0
M,1.75,78.0
M,1.81,95.0
M,1.79,98.2
M,1.67,71.4
M,1.69,76.3
M,1.75,88.3
M,1.85,100.3
M,1.76,91.6
M,1.73,78.6
M,1.72,83.5
M,1.64,72.9
M,1.7,83.4
M,1.74,83.5
M,1.71,81.4
M,1.83,82.9
M,1.77,86.1
M,1.77,90.6
M,1.69,69.6
M,1.74,86.4
M,1.82,96.4
M,1.72,84.5
M,1.7,75.0
M,1.72,78.9
M,1.79,81.9
M,1.57,65.1
M,1.75,82.5
M,1.72,81.4
M,1.78,90.6
M,1.71,81.1
M,1.71,82.0
M,1.75,88.5
M,1.74,82.0
M,1.81,95.6
M,1.78,83.5
M,1.71,79.5
M,1.79,89.5
M,1.77,85.5
M,1.65,83.4
M,1.87,105.1
M,1.76,88.5
M,1.72,79.0
M,1.84,96.8
M,1.75,85.2
M,1.8,94.9
M,1.64,73.7
M,1.75,80.0
M,1.72,81.0
M,1.95,109.6
M,1.72,82.1
M,1.6,70.2
M,1.74,79.5
M,1.82,87.1
M,1.74,79.6
M,1.69,75.0
M,1.73,84.8
M,1.79,92.3
M,1.73,80.3
M,1.81,90.4
M,1.73,78.8
M,1.76,83.7
M,1.77,89.1
M,1.82,86.0
M,1.72,90.5
M,1.69,75.3
M,1.76,84.5
M,1.72,81.5
M,1.81,96.0
M,1.91,109.1
M,1.73,79.3
M,1.7,79.9
M,1.74,86.2
M,1.69,77.0
M,1.84,96.7
M,1.66,69.0
M,1.71,70.5
M,1.65,69.5
M,1.62,70.2
M,1.66,79.3
M,1.7,72.7
M,1.71,88.5
M,1.65,71.5
M,1.72,83.9
M,1.71,81.0
M,1.73,79.3
M,1.71,80.1
M,1.78,94.5
M,1.73,84.2
M,1.74,82.4
M,1.83,97.5
M,1.76,76.1
M,1.77,92.0
M,1.74,81.8
M,1.75,80.1
M,1.87,104.1
M,1.74,88.8
M,1.73,83.0
M,1.81,89.1
M,1.81,87.4
M,1.71,76.3
M,1.74,80.8
M,1.76,91.9
M,1.76,79.8
M,1.65,74.2
M,1.79,86.2
M,1.78,87.3
M,1.74,82.7
M,1.74,75.3
M,1.81,92.0
M,1.73,81.4
M,1.66,79.0
M,1.75,86.1
M,1.77,84.8
M,1.82,95.8
M,1.68,79.7
M,1.72,89.2
M,1.7,82.4
M,1.71,77.8
M,1.74,78.3
M,1.9,99.3
M,1.63,71.6
M,1.74,87.1
M,1.84,96.6
M,1.84,100.9
M,1.64,71.7
M,1.82,92.0
M,1.77,80.7
M,1.73,83.5
M,1.78,81.5
M,1.79,83.6
M,1.71,86.3
M,1.65,69.7
M,1.79,91.8
M,1.75,87.0
M,1.81,82.9
M,1.8,84.7
M,1.73,77.7
M,1.88,95.8
M,1.68,81.7
M,1.66,85.9
M,1.78,79.5
M,1.48,55.0
M,1.84,91.6
M,1.71,75.0
M,1.7,75.1
M,1.73,84.8
M,1.73,81.2
M,1.74,76.9
M,1.83,93.2
M,1.71,79.8
M,1.85,92.3
M,1.6,63.1
M,1.69,86.1
M,1.85,100.9
M,1.89,102.3
M,1.76,76.9
M,1.85,91.5
M,1.79,87.1
M,1.83,85.7
M,1.79,82.1
M,1.82,97.7
M,1.72,76.4
M,1.71,84.5
M,1.85,86.3
M,1.72,74.9
M,1.57,66.4
M,1.76,81.6
M,1.67,68.8
M,1.67,72.6
M,1.77,84.5
M,1.7,75.6
M,1.72,87.7
M,1.9,97.3
M,1.87,85.7
M,1.67,77.1
M,1.71,82.9
M,1.79,88.0
M,1.8,90.0
M,1.81,92.7
M,1.7,74.2
M,1.76,84.0
M,1.6,61.5
M,1.7,82.8
M,1.81,96.8
M,1.69,78.0
M,1.74,88.5
M,1.78,82.5
M,1.77,94.8
M,1.8,87.1
M,1.81,92.6
M,1.9,96.8
M,1.83,90.5
M,1.69,79.7
M,1.67,87.5
M,1.72,87.2
M,1.81,95.5
M,1.86,97.2
M,1.73,81.2
M,1.72,82.7
M,1.7,84.5
M,1.67,82.1
M,1.66,75.1
M,1.79,83.4
M,1.7,76.2
M,1.71,83.4
M,1.75,90.1
M,1.69,79.0
M,1.65,72.8
M,1.85,102.5
M,1.79,92.4
M,1.74,83.2
M,1.73,81.2
M,1.82,96.4
M,1.78,87.9
M,1.72,85.0
M,1.8,85.6
M,1.84,102.2
M,1.78,92.2
M,1.69,79.9
M,1.79,86.3
M,1.81,90.2
M,1.59,69.3
M,1.83,85.6
M,1.72,78.4
M,1.79,89.0
M,1.74,85.3
M,1.82,95.2
M,1.83,89.1
M,1.75,83.9
M,1.68,75.9
M,1.88,92.9
M,1.64,71.5
M,1.83,99.4
M,1.62,62.9
M,1.66,75.5
M,1.83,93.4
M,1.71,76.2
M,1.69,76.8
M,1.82,88.0
M,1.85,99.6
M,1.75,84.8
M,1.74,81.5
M,1.79,87.8
M,1.78,90.3
M,1.78,90.0
M,1.85,93.7
M,1.69,80.6
M,1.87,99.3
M,1.63,72.5
M,1.69,82.6
M,1.79,87.4
M,1.66,66.3
M,1.73,83.1
M,1.74,76.7
M,1.69,81.9
M,1.87,96.9
M,1.79,87.1
M,1.72,82.4
M,1.79,93.4
M,1.7,84.5
M,1.89,101.1
M,1.72,78.8
M,1.71,78.3
M,1.84,93.2
M,1.66,78.4
M,1.83,93.0
M,1.73,88.1
M,1.68,77.5
M,1.72,77.5
M,1.73,88.4
M,1.62,66.7
M,1.7,74.8
M,1.76,88.1
M,1.77,83.0
M,1.84,95.6
M,1.73,77.7
M,1.74,78.1
M,1.72,88.4
M,1.68,76.0
M,1.74,81.5
M,1.77,85.7
M,1.77,87.3
M,1.8,96.5
M,1.79,79.3
M,1.85,101.8
M,1.7,80.0
M,1.79,83.2
M,1.67,82.4
M,1.64,69.7
M,1.62,70.3
M,1.8,92.5
M,1.72,81.6
M,1.72,84.2
M,1.72,78.7
M,1.85,98.3
M,1.66,65.9
M,1.71,80.5
M,1.75,76.9
M,1.79,91.9
M,1.83,90.3
M,1.7,75.6
M,1.82,90.7
M,1.77,85.1
M,1.68,77.3
M,1.7,78.7
M,1.67,76.9
M,1.88,99.7
M,1.69,78.4
M,1.77,88.9
M,1.78,88.4
M,1.82,93.3
M,1.72,76.0
M,1.68,75.8
M,1.71,75.0
M,1.75,82.7
M,1.69,85.9
M,1.81,88.6
M,1.75,82.0
M,1.66,72.9
M,1.79,90.8
M,1.81,85.9
M,1.74,79.0
M,1.86,98.5
M,1.84,96.7
M,1.88,99.5
M,1.73,87.9
M,1.65,77.8
M,1.54,71.0
M,1.75,87.1
M,1.76,85.7
M,1.65,73.0
M,1.78,89.6
M,1.65,63.0
M,1.82,86.2
M,1.84,102.0
M,1.8,86.8
M,1.85,99.2
M,1.76,80.1
M,1.75,82.7
M,1.82,92.5
M,1.66,77.9
M,1.86,88.0
M,1.75,80.3
M,1.75,72.3
M,1.7,90.4
M,1.82,84.3
M,1.79,90.2
F,1.5,46.3
F,1.66,64.1
F,1.61,59.4
F,1.64,58.1
F,1.57,58.9
F,1.68,71.1
F,1.6,52.1
F,1.67,74.9
F,1.57,50.7
F,1.62,47.2
F,1.73,75.6
F,1.57,48.2
F,1.61,58.1
F,1.5,46.1
F,1.48,44.5
F,1.54,57.6
F,1.78,68.6
F,1.58,52.5
F,1.57,48.9
F,1.6,66.0
F,1.58,63.3
F,1.57,55.7
F,1.69,71.4
F,1.66,65.8
F,1.68,67.4
F,1.64,60.2
F,1.44,38.5
F,1.59,62.8
F,1.56,62.3
F,1.58,56.5
F,1.66,63.6
F,1.55,49.1
F,1.7,68.1
F,1.53,54.0
F,1.62,63.3
F,1.61,57.0
F,1.62,60.0
F,1.53,59.2
F,1.61,58.4
F,1.54,49.8
F,1.71,66.2
F,1.7,72.1
F,1.53,52.0
F,1.63,60.4
F,1.61,58.5
F,1.71,69.9
F,1.68,63.0
F,1.64,62.9
F,1.68,82.0
F,1.67,67.6
F,1.65,65.8
F,1.64,65.6
F,1.59,63.3
F,1.56,59.0
F,1.55,53.3
F,1.61,62.4
F,1.58,62.8
F,1.68,64.1
F,1.59,56.1
F,1.69,66.0
F,1.51,49.8
F,1.64,72.3
F,1.65,69.1
F,1.56,64.2
F,1.68,67.0
F,1.62,59.7
F,1.77,71.2
F,1.71,71.2
F,1.61,65.2
F,1.55,44.8
F,1.52,57.3
F,1.63,60.9
F,1.54,53.6
F,1.58,65.9
F,1.43,41.2
F,1.71,77.5
F,1.65,70.8
F,1.66,63.0
F,1.6,56.3
F,1.5,46.7
F,1.68,64.3
F,1.56,60.6
F,1.62,60.4
F,1.52,53.0
F,1.71,63.3
F,1.58,57.7
F,1.65,61.1
F,1.79,77.2
F,1.71,74.8
F,1.73,80.4
F,1.61,56.3
F,1.55,48.6
F,1.8,73.2
F,1.66,62.5
F,1.56,56.0
F,1.58,64.7
F,1.66,65.3
F,1.57,50.8
F,1.6,56.1
F,1.63,60.4
F,1.63,66.8
F,1.77,75.9
F,1.6,57.5
F,1.83,80.5
F,1.57,61.0
F,1.67,63.3
F,1.52,47.4
F,1.64,66.3
F,1.58,54.4
F,1.64,62.4
F,1.54,52.8
F,1.55,58.2
F,1.67,66.6
F,1.54,52.5
F,1.65,56.3
F,1.6,59.4
F,1.62,64.6
F,1.58,60.4
F,1.57,49.0
F,1.65,64.7
F,1.66,66.3
F,1.56,57.8
F,1.45,42.4
F,1.43,43.8
F,1.54,60.0
F,1.56,62.3
F,1.57,57.3
F,1.69,69.8
F,1.65,64.0
F,1.61,72.8
F,1.64,63.6
F,1.55,60.9
F,1.58,53.2
F,1.65,63.9
F,1.61,64.9
F,1.61,59.5
F,1.61,61.2
F,1.68,63.0
F,1.6,57.6
F,1.59,55.2
F,1.57,50.6
F,1.61,57.4
F,1.58,55.3
F,1.73,73.1
F,1.69,74.2
F,1.59,53.9
F,1.66,60.6
F,1.66,55.9
F,1.62,55.3
F,1.62,67.8
F,1.63,59.4
F,1.51,52.9
F,1.63,63.6
F,1.68,65.2
F,1.5,58.6
F,1.62,63.8
F,1.59,54.6
F,1.66,64.4
F,1.65,71.6
F,1.57,55.2
F,1.62,69.8
F,1.63,60.8
F,1.47,50.9
F,1.49,47.5
F,1.59,58.0
F,1.55,54.1
F,1.57,50.3
F,1.71,72.5
F,1.6,55.4
F,1.62,61.6
F,1.68,63.0
F,1.55,51.6
F,1.58,56.9
F,1.67,72.7
F,1.68,68.1
F,1.68,74.2
F,1.58,46.8
F,1.56,57.8
F,1.65,64.2
F,1.66,61.9
F,1.46,47.4
F,1.64,58.9
F,1.46,43.2
F,1.57,50.1
F,1.62,55.6
F,1.64,68.2
F,1.68,72.1
F,1.57,51.2
F,1.61,65.3
F,1.55,61.7
F,1.54,53.4
F,1.5,41.2
F,1.69,71.1
F,1.69,71.8
F,1.59,61.0
F,1.6,56.6
F,1.57,50.8
F,1.57,50.4
F,1.56,56.6
F,1.63,59.1
F,1.57,59.4
F,1.65,67.6
F,1.7,68.4
F,1.71,80.0
F,1.6,68.3
F,1.63,55.9
F,1.54,50.3
F,1.54,59.4
F,1.5,50.7
F,1.61,60.9
F,1.57,51.3
F,1.55,52.6
F,1.61,63.7
F,1.57,54.4
F,1.44,38.1
F,1.6,52.9
F,1.49,44.3
F,1.56,50.6
F,1.61,54.1
F,1.7,68.8
F,1.73,80.3
F,1.49,45.5
F,1.63,64.8
F,1.64,64.3
F,1.63,61.7
F,1.69,73.5
F,1.59,66.9
F,1.63,61.3
F,1.47,51.3
F,1.5,47.8
F,1.68,67.5
F,1.67,59.6
F,1.56,54.7
F,1.64,66.8
F,1.66,68.3
F,1.6,58.6
F,1.65,63.6
F,1.6,65.6
F,1.58,59.6
F,1.65,63.1
F,1.56,54.2
F,1.66,65.9
F,1.64,60.5
F,1.59,54.0
F,1.62,67.9
F,1.66,68.2
F,1.65,67.0
F,1.64,71.3
F,1.59,56.4
F,1.71,70.0
F,1.79,83.8
F,1.57,53.6
F,1.66,67.9
F,1.73,65.7
F,1.64,65.2
F,1.62,59.4
F,1.65,65.7
F,1.55,53.2
F,1.64,59.5
F,1.67,71.7
F,1.67,59.0
F,1.6,58.9
F,1.57,51.2
F,1.61,57.7
F,1.55,58.1
F,1.6,60.2
F,1.65,70.2
F,1.74,70.6
F,1.74,82.1
F,1.68,80.0
F,1.55,60.4
F,1.59,58.3
F,1.63,66.3
F,1.66,68.2
F,1.56,58.4
F,1.61,58.4
F,1.6,58.1
F,1.69,65.9
F,1.51,52.1
F,1.5,45.7
F,1.62,59.2
F,1.57,47.3
F,1.67,66.7
F,1.79,74.0
F,1.59,53.3
F,1.6,59.0
F,1.62,61.5
F,1.71,71.6
F,1.63,69.6
F,1.55,50.8
F,1.59,58.4
F,1.62,59.0
F,1.55,52.3
F,1.6,60.3
F,1.71,75.5
F,1.54,53.2
F,1.67,70.4
F,1.74,75.2
F,1.7,70.5
F,1.51,56.5
F,1.46,48.3
F,1.61,55.3
F,1.62,61.0
F,1.69,73.6
F,1.66,64.8
F,1.56,49.5
F,1.58,54.1
F,1.55,59.7
F,1.7,63.5
F,1.48,41.0
F,1.58,60.7
F,1.54,54.7
F,1.61,69.9
F,1.58,51.2
F,1.52,54.8
F,1.57,56.1
F,1.59,57.9
F,1.53,59.7
F,1.55,53.2
F,1.62,66.3
F,1.53,50.0
F,1.58,53.4
F,1.55,48.7
F,1.54,50.0
F,1.69,60.3
F,1.62,67.8
F,1.58,62.1
F,1.64,61.1
F,1.66,58.3
F,1.6,62.4
F,1.64,65.2
F,1.57,56.4
F,1.6,56.9
F,1.57,48.6
F,1.68,67.8
F,1.65,70.4
F,1.73,64.5
F,1.61,60.8
F,1.67,57.3
F,1.56,57.9
F,1.55,49.4
F,1.56,52.0
F,1.61,60.0
F,1.73,73.6
F,1.63,70.6
F,1.41,40.1
F,1.56,53.3
F,1.7,72.9
F,1.69,73.2
F,1.65,58.1
F,1.55,55.0
F,1.67,71.2
F,1.58,56.3
F,1.7,70.3
F,1.56,58.0
F,1.6,64.0
F,1.59,57.3
F,1.58,54.1
F,1.6,54.5
F,1.59,62.8
F,1.41,31.3
F,1.55,56.6
F,1.66,65.5
F,1.55,61.1
F,1.52,46.3
F,1.64,68.7
F,1.75,72.2
F,1.69,71.1
F,1.63,61.1
F,1.62,69.2
F,1.69,70.0
F,1.67,75.7
F,1.72,73.7
F,1.74,68.3
F,1.71,75.2
F,1.56,46.2
F,1.52,50.5
F,1.59,48.8
F,1.58,55.6
F,1.47,50.2
F,1.5,50.4
F,1.55,52.1
F,1.52,51.1
F,1.62,60.9
F,1.59,54.3
F,1.65,64.2
F,1.47,42.4
F,1.78,73.7
F,1.6,61.5
F,1.51,49.6
F,1.63,71.1
F,1.59,65.7
F,1.62,53.6
F,1.77,77.8
F,1.53,42.7
F,1.58,59.9
F,1.63,61.6
F,1.59,58.6
F,1.6,59.5
F,1.58,57.6
F,1.53,51.4
F,1.58,56.1
F,1.63,64.6
F,1.69,59.5
F,1.64,57.1
F,1.64,64.5
F,1.76,71.3
F,1.57,57.6
F,1.64,60.9
F,1.7,75.3
F,1.65,66.8
F,1.62,61.5
F,1.68,69.5
F,1.68,64.7
F,1.57,57.5
F,1.64,56.6
F,1.77,82.8
F,1.55,54.0
F,1.61,63.2
F,1.69,60.9
F,1.64,58.3
F,1.61,57.3
F,1.57,60.6
F,1.7,81.5
F,1.51,54.8
F,1.56,51.8
F,1.47,45.6
F,1.61,58.7
F,1.64,64.5
F,1.66,65.3
F,1.69,66.9
F,1.67,66.0
F,1.62,51.8
F,1.56,53.5
F,1.51,63.1
F,1.56,53.1
F,1.59,61.1
F,1.75,69.7
F,1.64,65.5
F,1.54,45.4
F,1.64,61.0
F,1.59,60.2
F,1.59,52.9
F,1.65,67.3
F,1.65,67.3
F,1.58,58.3
F,1.69,72.6
F,1.59,57.0
F,1.68,64.0
F,1.55,52.9
F,1.59,54.7
F,1.62,64.6
F,1.61,56.9
F,1.58,59.5
F,1.62,68.2
F,1.56,53.9
F,1.65,64.3
F,1.58,54.0
F,1.62,63.8
F,1.66,68.1
F,1.63,51.7
F,1.65,63.6
F,1.46,42.6
F,1.61,57.6
F,1.7,73.1
F,1.62,60.5
F,1.54,53.7
F,1.66,62.6
F,1.61,60.6
F,1.65,68.1
F,1.61,63.6
F,1.67,68.6
F,1.54,51.4
F,1.54,51.1
F,1.69,59.9
F,1.61,58.9
F,1.73,75.7
F,1.61,61.6
F,1.55,54.3
F,1.56,53.7
F,1.65,70.2
F,1.61,63.1
F,1.63,63.9
F,1.59,69.7
F,1.71,72.8
F,1.63,62.3
F,1.63,64.7
F,1.54,56.1
F,1.64,60.5
F,1.68,68.5
F,1.57,53.1
F,1.62,67.7
F,1.6,56.6
F,1.73,70.6
F,1.61,65.3
F,1.59,62.8
F,1.66,62.1
F,1.66,66.7
F,1.67,70.7
F,1.68,67.0
F,1.67,65.1
F,1.63,62.5
F,1.64,67.6
F,1.66,63.5
F,1.57,64.0
F,1.64,63.5
F,1.65,67.9
F,1.69,78.7
F,1.62,64.8
F,1.64,61.3
F,1.68,76.7
F,1.55,53.8
F,1.59,59.3
F,1.6,55.5
F,1.54,55.1
F,1.59,65.7
F,1.71,74.9
F,1.51,56.2
F,1.62,61.1
F,1.67,77.4
F,1.59,48.4
F,1.63,59.2
F,1.78,74.4
F,1.73,78.0
F,1.52,52.4
F,1.48,43.7
F,1.56,62.2
F,1.61,60.5
F,1.66,58.1
F,1.56,58.7
F,1.58,60.2
F,1.61,54.5
F,1.7,75.5
F,1.64,65.0
F,1.63,58.8
F,1.7,75.5
F,1.59,65.4
F,1.66,72.8
F,1.68,68.7
F,1.63,55.0
F,1.59,62.6
F,1.6,67.6
F,1.61,59.8
F,1.65,68.7
F,1.55,53.5
F,1.64,64.2
F,1.6,54.7
F,1.6,62.9
F,1.63,67.9
F,1.61,61.5
F,1.54,51.0
F,1.54,53.6
F,1.69,68.6
F,1.72,74.0
F,1.6,54.9
F,1.72,79.4
F,1.66,71.8
F,1.5,51.6
F,1.69,67.6
F,1.71,66.5
F,1.57,58.7
F,1.65,58.5
F,1.66,68.8
F,1.56,62.0
F,1.68,70.2
F,1.59,52.2
F,1.76,76.0
F,1.61,52.6
F,1.65,63.8
F,1.54,58.3
F,1.66,70.0
F,1.6,69.6
F,1.6,59.7
F,1.64,64.6
F,1.62,64.4
F,1.58,56.5
F,1.7,69.2
F,1.64,66.4
F,1.68,66.5
F,1.62,57.0
F,1.72,77.6
F,1.69,74.5
F,1.59,56.7
F,1.75,79.3
F,1.63,59.1
F,1.65,70.1
F,1.6,60.5
F,1.6,64.8
F,1.56,57.2
F,1.59,59.9
